timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-28T01:33:27,Exec3_Bilstm_lback=30_num_neur=32_camadas=2_lr=0.001_drop=0.5,e5aed43e-b6d7-4003-a712-a9df7dcc1823,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,249.00814462499693,0.0009198865604498179,3.6942027010207045e-06,6.6112303595,121.70998735063904,10.0,0.00044262233804998096,0.008242841872046824,0.0006679192898199997,0.009353383499916804,0.0,Brazil,BRA,rio de janeiro,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.35,3.10.12,3.1.1,16,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-43.1054,-22.8896,15.352027893066406,machine,N,1.0,0.0
