timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-11-29T23:02:13,Exec7_RF_BRDWGD,d66e2112-3eb9-44e1-9b6e-ede68f3b3f2a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,59.647897062124684,0.00016486756091256826,2.764012966640799e-06,52.04165819310714,32.23118101751249,10.0,0.0009858546114723374,0.0005304118132158919,0.0001601028040969848,0.0016763692287852141,0.0,Brazil,BRA,rio de janeiro,Linux-5.15.0-153-generic-x86_64-with-glibc2.35,3.10.12,3.1.1,16,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-43.1054,-22.8896,15.352027893066406,machine,N,1.0,0.0,,
