timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-28T21:17:36,Exec4_lstm_lback=30_num_neur=128_camadas=2_lr=0.001_drop=0.5,320ffdb5-81c8-4553-8438-0e1f25d441f1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,518.5321799768135,0.0018751778191775138,3.616319086042767e-06,6.596744881999999,121.06694850975155,10.0,0.000921165227454414,0.016754172014437074,0.0013914238430061635,0.019066761084897646,0.0,Brazil,BRA,rio de janeiro,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.35,3.10.12,3.1.1,16,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-43.1054,-22.8896,15.352027893066406,machine,N,1.0,0.0
