timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-29T20:17:45,Exec3_BILSTM_LB=30_HD=64_LD=2_LR=0.001_DR=0.5_BRDWGD,ff285671-84c5-475b-ba99-ed0f6ebe8e7a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,574.4005482210778,0.0008103437080096624,1.4107641619063598e-06,6.505371680600001,37.50194630190936,10.0,0.0010037309794300087,0.005694912889257608,0.0015409106520922961,0.008239554520779908,0.0,Brazil,BRA,rio de janeiro,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.35,3.10.12,3.1.1,16,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-43.1054,-22.8896,15.352027893066406,machine,N,1.0,0.0
