timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-11-29T19:25:39,Exec3_ARIMA_BRDWGD,620eaad2-1ff8-42fd-bfbd-5b256f88b781,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,754.1615785260219,0.0020831074079076107,2.7621500050147865e-06,35.38656074803571,32.54511800753394,10.0,0.012275779913089972,0.006888381344033689,0.0020168226765365244,0.02118098393366017,0.0,Brazil,BRA,rio de janeiro,Linux-5.15.0-153-generic-x86_64-with-glibc2.35,3.10.12,3.1.1,16,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-43.1054,-22.8896,15.352027893066406,machine,N,1.0,0.0,,
