timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-29T04:35:04,Exec8_Bilstm_lback=30_num_neur=128_camadas=2_lr=0.001_drop=0.5,f3650daa-1236-4a0a-a825-2e2e176bcdff,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,728.5329835608136,0.0014617545306049205,2.00643562280513e-06,6.508309354625002,63.51854619569973,10.0,0.0012735166841235824,0.011634414585298458,0.0019551521751311764,0.014863083444553223,0.0,Brazil,BRA,rio de janeiro,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.35,3.10.12,3.1.1,16,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-43.1054,-22.8896,15.352027893066406,machine,N,1.0,0.0
