timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-28T18:34:15,Exec3_ARIMA_MERGE,bde6bdca-3a66-4559-b87e-53fee7aa8a9c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1690.3889297698624,0.008456061352969273,5.002435359133901e-06,14.91323883725,135.91138605125462,10.0,0.01800400495113838,0.06348324773100344,0.0044937672976165105,0.08598101997975834,0.0,Brazil,BRA,rio de janeiro,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.35,3.10.12,3.1.1,16,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-43.1054,-22.8896,15.352027893066406,machine,N,1.0,0.0
