timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-11-30T15:14:41,Exec0_ARIMA_MERGE,5d52a5c5-6f68-4b48-943f-bdc9f671fbc9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1112.9881237540394,0.002561641917676541,2.3015896243674935e-06,6.60172240325,28.790140809659267,10.0,0.013336830216245916,0.009738011123737067,0.00297186949985658,0.02604671083983956,0.0,Brazil,BRA,rio de janeiro,Linux-5.15.0-153-generic-x86_64-with-glibc2.35,3.10.12,3.1.1,16,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz,1,1 x NVIDIA GeForce RTX 3060,-43.1054,-22.8896,15.352027893066406,machine,N,1.0,0.0,,
